cell,n,WR%,E_R,PF,sumR,days,top_day_share,top_sym_share,jul_n,jul_E,aug_n,aug_E,tp_share,wla_n,wla_WR%,ROBUST
strategyxsidexregime=burst_follow|SHORT|bull,1660,49.9,-0.0138,0.81,-22.8,20,inf,inf,225,0.009,1435,-0.017,0.08,657,49.6,
concxhour_band=0-1|0-5,1612,49.9,-0.0037,0.97,-6.0,40,inf,inf,330,0.001,1282,-0.005,0.09,1611,50.0,
decile_bandxstrategy=D2-3|setup_follow,3212,49.9,0.0028,1.04,9.0,63,0.53,0.48,1565,-0.002,1617,0.008,0.11,1560,50.3,
atrpxhour_band=lo|18-23,799,49.9,-0.0016,0.99,-1.3,51,inf,inf,367,0.02,432,-0.02,0.12,437,50.1,
hour_bandxregime=12-17|neutral,3168,49.9,0.0019,1.02,6.1,32,2.13,0.96,1999,0.01,1169,-0.011,0.11,1212,49.8,
decile_bandxspread=D2-3|2-5,2299,49.9,-0.0051,0.95,-11.7,49,inf,inf,622,0.003,1677,-0.008,0.08,1144,49.7,
breadthxcasc=1|N,6026,49.9,0.0011,1.01,6.8,49,0.81,1.09,2438,0.005,3588,-0.002,0.1,3789,50.1,
hour_bandxoid=18-23|NA,1458,49.9,0.0028,1.03,4.1,19,2.24,0.81,1380,0.001,11,-0.099,0.08,13,30.8,
adxxhour_band=NA|18-23,1456,49.9,0.0025,1.03,3.6,18,2.56,0.92,1380,0.001,9,-0.176,0.08,11,27.3,
breadthxhour_band=NA|18-23,1456,49.9,0.0025,1.03,3.6,18,2.56,0.92,1380,0.001,9,-0.176,0.08,11,27.3,
hour_bandxspread=18-23|NA,1456,49.9,0.0025,1.03,3.6,18,2.56,0.92,1380,0.001,9,-0.176,0.08,11,27.3,
hour_bandxsym_state=18-23|NA,1456,49.9,0.0025,1.03,3.6,18,2.56,0.92,1380,0.001,9,-0.176,0.08,11,27.3,
adxxfund=NA|neg,1446,49.9,0.0059,1.06,8.6,14,0.55,0.29,1446,0.006,0,,0.08,0,,
breadthxfund=NA|neg,1446,49.9,0.0059,1.06,8.6,14,0.55,0.29,1446,0.006,0,,0.08,0,,
fundxspread=neg|NA,1446,49.9,0.0059,1.06,8.6,14,0.55,0.29,1446,0.006,0,,0.08,0,,
fundxsym_state=neg|NA,1446,49.9,0.0059,1.06,8.6,14,0.55,0.29,1446,0.006,0,,0.08,0,,
mktbxweekday=<30|1,3553,49.9,0.0026,1.02,9.3,8,1.03,0.7,1899,0.01,1654,-0.006,0.08,1305,50.0,
decile_bandxoid=D4-9|mid,2684,49.9,0.0059,1.05,15.7,49,0.55,0.43,879,0.015,1805,0.002,0.12,1322,49.4,
concxsym_state=0-1|bull,2001,49.9,0.0017,1.02,3.3,38,3.3,1.74,182,-0.003,1819,0.002,0.08,2001,49.9,
sym_statexsymbol=bull|ENAUSDT,661,49.9,0.006,1.06,4.0,24,0.82,1.0,45,0.015,616,0.005,0.08,336,48.8,
sidexweekend=SHORT|False,9240,49.9,-0.0081,0.94,-74.5,45,inf,inf,4669,0.005,4443,-0.024,0.09,3447,50.2,
atrpxbreadth=hi|2-3,1310,49.9,0.0074,1.08,9.8,39,0.26,0.31,315,0.016,995,0.005,0.07,758,49.2,Y
fundxsymbol=neg|SOLUSDT,653,49.9,-0.001,0.99,-0.7,39,inf,inf,437,0.008,216,-0.019,0.1,239,52.3,
oidxweekday=mid|1,1911,49.9,-0.0019,0.98,-3.6,7,inf,inf,736,0.013,1175,-0.011,0.09,929,49.8,
atrpxfund=mid|pos,3570,49.9,-0.0042,0.97,-14.9,56,inf,inf,1045,0.005,2525,-0.008,0.1,1794,50.1,
regimexsymbol=bull|ENAUSDT,589,49.9,0.0067,1.07,4.0,20,0.82,1.0,73,-0.032,516,0.012,0.08,261,49.0,
strategyxvs=setup_follow|N,4658,49.9,0.0001,1.0,0.4,63,11.47,11.02,2193,-0.004,2438,0.004,0.11,2194,49.4,
fundxweekday=pos|3,1136,49.9,-0.0035,0.97,-4.0,9,inf,inf,328,-0.002,808,-0.004,0.11,523,50.1,
decile_bandxsymbol=D2-3|NEARUSDT,559,49.9,-0.0144,0.87,-8.0,62,inf,inf,303,-0.016,243,-0.013,0.06,192,52.1,
breadth=1,6538,49.9,0.0025,1.02,16.1,49,0.34,0.46,2480,0.005,4058,0.001,0.1,4167,50.1,Y
breadthxsession=1|None,6538,49.9,0.0025,1.02,16.1,49,0.34,0.46,2480,0.005,4058,0.001,0.1,4167,50.1,Y
concxoid=>=6|>0.5,537,49.9,-0.0018,0.98,-0.9,10,inf,inf,537,-0.002,0,,0.07,0,,
fundxweekday=neg|2,1028,49.9,-0.0002,1.0,-0.2,9,inf,inf,696,0.006,332,-0.014,0.08,321,49.2,
adxxsym_state=20-30|bear,2048,49.9,-0.0003,1.0,-0.6,37,inf,inf,956,0.0,1092,-0.001,0.11,1270,49.6,
concxoid=0-1|>0.5,1024,49.9,0.0157,1.14,16.1,40,0.21,0.22,163,0.043,861,0.011,0.1,1024,49.9,Y
concxdecile_band=0-1|D2-3,4088,49.9,-0.0032,0.97,-13.1,42,inf,inf,877,-0.004,3211,-0.003,0.09,4086,49.9,
strategyxweekend=setup_follow|True,1527,49.9,0.0013,1.02,2.0,18,2.49,1.11,608,-0.006,919,0.006,0.12,733,49.4,
concxweekday=2-3|2,1503,49.9,-0.0135,0.89,-20.3,5,inf,inf,321,0.004,1182,-0.018,0.09,609,49.1,
adxxdecile_band=20-30|D4-9,2503,49.9,0.0007,1.01,1.8,38,3.24,3.46,1141,0.01,1362,-0.007,0.13,1245,50.0,
imbxsymbol=>=0.5|UNIUSDT,499,49.9,-0.01,0.91,-5.0,58,inf,inf,211,-0.019,280,-0.001,0.08,201,50.2,
decile_bandxsymbol=D2-3|XRPUSDT,1495,49.9,-0.0048,0.95,-7.2,63,inf,inf,639,0.001,841,-0.009,0.08,611,49.6,
oidxv3=>0.5|Y,1495,49.9,0.0038,1.03,5.6,49,0.48,0.75,421,0.003,1074,0.004,0.11,843,49.2,
hour_bandxweekend=6-11|False,5299,49.9,0.0002,1.0,1.2,45,5.86,5.89,2568,0.002,2701,-0.002,0.09,2050,50.8,
imbxvolz=<0.5|<2,5642,49.9,0.0006,1.01,3.2,57,2.72,1.78,2189,0.003,3453,-0.001,0.09,2532,49.3,
hour_bandxweekday=6-11|0,938,49.9,-0.0122,0.9,-11.5,9,inf,inf,476,-0.022,462,-0.002,0.08,353,51.6,
spreadxsym_state=2-5|bear,469,49.9,0.0141,1.13,6.6,23,0.33,0.43,247,0.002,222,0.027,0.1,327,48.9,Y
breadthxv3=>=4|Y,2251,49.9,-0.0062,0.96,-13.9,41,inf,inf,467,-0.019,1784,-0.003,0.12,1125,50.3,
symbolxv3=SOLUSDT|Y,437,49.9,-0.0154,0.88,-6.7,59,inf,inf,207,-0.018,226,-0.012,0.1,204,50.0,
breadthxweekday=1|6,868,49.9,-0.0092,0.93,-8.0,7,inf,inf,183,0.012,685,-0.015,0.1,583,49.7,
symbol=WLDUSDT,1269,49.9,-0.0052,0.95,-6.7,63,inf,inf,774,-0.012,477,0.005,0.08,373,49.9,
oidxsymbol=mid|WLDUSDT,423,49.9,0.0043,1.04,1.8,45,0.96,1.0,168,0.0,255,0.007,0.09,204,49.5,
sessionxsymbol=None|WLDUSDT,1269,49.9,-0.0052,0.95,-6.7,63,inf,inf,774,-0.012,477,0.005,0.08,373,49.9,
atrpxweekday=mid|5,1257,49.9,-0.0018,0.98,-2.2,8,inf,inf,536,0.005,721,-0.007,0.09,600,49.3,
strategyxsym_state=setup_follow|neutral,2458,49.9,-0.0002,1.0,-0.5,48,inf,inf,938,-0.007,1520,0.004,0.12,1393,48.8,
concxregime=0-1|neutral,2865,49.9,0.0046,1.04,13.1,26,0.46,0.49,921,0.009,1944,0.002,0.11,2865,49.9,
sidexsymbol=LONG|TAOUSDT,409,49.9,0.01,1.1,4.1,62,0.85,1.0,197,0.003,210,0.015,0.09,126,47.6,
sidexspread=SHORT|2-5,1626,49.9,-0.0074,0.94,-12.1,49,inf,inf,467,0.022,1159,-0.019,0.09,811,50.2,
hour_bandxsym_state=6-11|neutral,2380,49.9,-0.0007,0.99,-1.7,46,inf,inf,1083,0.001,1297,-0.002,0.1,1230,50.2,
symbolxweekend=ICPUSDT|False,389,49.9,-0.0136,0.9,-5.3,44,inf,inf,231,-0.01,154,-0.02,0.12,145,49.7,
cascxweekday=N|5,2711,49.9,-0.0001,1.0,-0.3,9,inf,inf,1334,0.001,1377,-0.001,0.09,1086,49.4,
hour_bandxmktb=6-11|<30,6190,49.9,-0.001,0.99,-6.1,58,inf,inf,3220,-0.002,2970,0.0,0.09,2441,50.3,
mktbxsymbol=<30|NEARUSDT,772,49.9,-0.0063,0.94,-4.8,59,inf,inf,467,0.002,305,-0.02,0.07,258,49.2,
oidxsymbol=mid|NEARUSDT,385,49.9,-0.0061,0.94,-2.3,47,inf,inf,138,-0.002,247,-0.009,0.06,202,50.5,
hour_bandxoid=18-23|mid,3058,49.9,-0.0056,0.95,-17.0,47,inf,inf,1037,0.006,2021,-0.011,0.11,1579,49.9,
regimexvs=neutral|N,11462,49.9,-0.0023,0.98,-25.9,40,inf,inf,7370,0.002,4092,-0.011,0.09,4337,50.1,
regimexweekend=bear|True,1831,49.9,0.0016,1.02,3.0,6,2.86,0.94,994,0.004,837,-0.001,0.09,622,50.2,
symbolxvs=RENDERUSDT|N,361,49.9,0.0128,1.12,4.6,59,0.42,1.0,175,0.025,180,-0.001,0.1,160,50.0,
decile_bandximb=D2-3|<0.5,6488,49.9,-0.0014,0.99,-8.9,63,inf,inf,2994,0.003,3462,-0.005,0.08,2529,49.3,
sym_statexvolz=bear|<2,1440,49.9,0.0058,1.05,8.3,40,0.28,0.46,668,0.01,772,0.002,0.1,932,49.4,Y
fundxsymbol=pos|ZECUSDT,1073,49.9,0.0003,1.0,0.4,45,6.83,1.0,378,0.01,695,-0.005,0.08,468,48.3,
adxxbreadth=<20|2-3,357,49.9,-0.0013,0.99,-0.5,7,inf,inf,187,-0.006,170,0.003,0.07,259,48.6,
regimexsym_state=neutral|neutral,6047,49.9,-0.0038,0.97,-22.9,33,inf,inf,2936,0.003,3111,-0.01,0.1,3130,50.1,
oidxweekday=NA|1,1053,49.9,0.0103,1.11,10.9,5,0.35,0.23,738,0.006,20,0.147,0.05,24,58.3,
adxxweekday=NA|1,1045,49.9,0.0098,1.1,10.3,4,0.37,0.25,730,0.005,20,0.147,0.05,20,60.0,
breadthxweekday=NA|1,1045,49.9,0.0098,1.1,10.3,4,0.37,0.25,730,0.005,20,0.147,0.05,20,60.0,
spreadxweekday=NA|1,1045,49.9,0.0098,1.1,10.3,4,0.37,0.25,730,0.005,20,0.147,0.05,20,60.0,
sym_statexweekday=NA|1,1045,49.9,0.0098,1.1,10.3,4,0.37,0.25,730,0.005,20,0.147,0.05,20,60.0,
sidexsymbol=LONG|APTUSDT,339,49.9,0.0037,1.04,1.2,61,1.9,1.0,157,0.035,176,-0.025,0.1,108,39.8,
fundxstrategy=neg|setup_follow,1284,49.8,-0.0004,0.99,-0.5,60,inf,inf,748,-0.008,536,0.01,0.12,632,49.2,
decile_bandxstrategy=D10|nony_momentum,319,49.8,-0.003,0.96,-1.0,45,inf,inf,203,0.014,115,-0.032,0.11,68,58.8,
oidxsymbol=mid|UNIUSDT,319,49.8,-0.0132,0.9,-4.2,44,inf,inf,115,-0.02,204,-0.01,0.09,158,50.0,
strategyxdecile_bandximb=nony_momentum|D10|>=0.5,319,49.8,-0.003,0.96,-1.0,45,inf,inf,203,0.014,115,-0.032,0.11,68,58.8,
hour_bandxweekday=18-23|2,947,49.8,0.0016,1.02,1.5,9,2.7,1.33,457,0.025,490,-0.02,0.08,319,47.3,
atrpxweekday=NA|1,315,49.8,0.0215,1.25,6.8,2,0.57,0.26,0,,20,0.147,0.05,20,60.0,
concxweekday=NA|1,315,49.8,0.0215,1.25,6.8,2,0.57,0.26,0,,20,0.147,0.05,20,60.0,
fundxweekday=NA|1,315,49.8,0.0215,1.25,6.8,2,0.57,0.26,0,,20,0.147,0.05,20,60.0,
mktbxweekday=NA|1,315,49.8,0.0215,1.25,6.8,2,0.57,0.26,0,,20,0.147,0.05,20,60.0,
regimexweekday=NA|1,315,49.8,0.0215,1.25,6.8,2,0.57,0.26,0,,20,0.147,0.05,20,60.0,
volzxweekday=NA|1,315,49.8,0.0215,1.25,6.8,2,0.57,0.26,0,,20,0.147,0.05,20,60.0,
decile_bandxoid=D2-3|NA,5030,49.8,0.0017,1.02,8.4,28,1.07,1.02,4764,0.001,32,0.047,0.07,35,54.3,
concxsymbol=2-3|ENAUSDT,622,49.8,0.0069,1.07,4.3,36,0.82,1.0,80,-0.006,542,0.009,0.08,223,48.0,
decile_bandxsymbol=D4-9|1000PEPEUSDT,311,49.8,0.0087,1.07,2.7,51,0.61,1.0,183,-0.002,128,0.024,0.14,108,50.0,
hour_bandxoid=6-11|mid,3421,49.8,-0.0009,0.99,-3.2,49,inf,inf,1180,0.002,2241,-0.002,0.1,1813,49.6,
hour_bandxweekday=6-11|1,933,49.8,-0.0063,0.94,-5.9,9,inf,inf,419,-0.001,484,-0.012,0.07,382,50.5,
symbolxvs=WLDUSDT|N,1240,49.8,-0.0044,0.96,-5.5,63,inf,inf,752,-0.012,470,0.008,0.08,366,49.7,
decile_bandxv3=D10|Y,897,49.8,0.0084,1.06,7.5,62,0.58,0.62,396,0.018,499,0.0,0.15,358,48.6,
sym_statexsymbol=neutral|XLMUSDT,299,49.8,-0.0278,0.8,-8.3,35,inf,inf,154,-0.019,145,-0.037,0.12,112,50.9,
symbolxweekday=ETHUSDT|0,594,49.8,-0.0081,0.93,-4.8,9,inf,inf,344,-0.01,250,-0.006,0.1,261,49.4,
decile_bandxoid=D4-9|>0.5,885,49.8,0.0109,1.09,9.7,49,0.25,0.32,232,0.004,653,0.013,0.11,425,49.9,Y
adxxdecile_band=NA|D2-3,4995,49.8,0.0013,1.01,6.4,20,1.39,1.33,4746,0.001,15,0.02,0.07,17,64.7,
breadthxdecile_band=NA|D2-3,4995,49.8,0.0013,1.01,6.4,20,1.39,1.33,4746,0.001,15,0.02,0.07,17,64.7,
decile_bandxspread=D2-3|NA,4995,49.8,0.0013,1.01,6.4,20,1.39,1.33,4746,0.001,15,0.02,0.07,17,64.7,
decile_bandxsym_state=D2-3|NA,4995,49.8,0.0013,1.01,6.4,20,1.39,1.33,4746,0.001,15,0.02,0.07,17,64.7,
symbolxweekend=RENDERUSDT|False,293,49.8,0.0123,1.1,3.6,44,0.54,1.0,154,0.026,133,-0.006,0.11,132,50.0,
oidxweekday=>0.5|6,584,49.8,0.0011,1.01,0.6,7,3.05,5.81,52,-0.062,532,0.007,0.07,306,51.6,
oidxstrategy=NA|setup_fade,1164,49.8,0.002,1.01,2.3,20,4.12,2.4,1115,-0.002,7,0.017,0.12,6,50.0,
symbol=ADAUSDT,1152,49.8,-0.002,0.98,-2.4,63,inf,inf,628,0.004,512,-0.01,0.08,332,48.8,
cascxsymbol=N|ADAUSDT,1152,49.8,-0.002,0.98,-2.4,63,inf,inf,628,0.004,512,-0.01,0.08,332,48.8,
sessionxsymbol=None|ADAUSDT,1152,49.8,-0.002,0.98,-2.4,63,inf,inf,628,0.004,512,-0.01,0.08,332,48.8,
breadthxsym_state=1|neutral,4030,49.8,0.0037,1.03,14.9,47,0.34,0.35,1513,0.01,2517,-0.0,0.11,2519,50.2,
strategyxdecile_bandximb=setup_follow|D2-3|<0.5,863,49.8,-0.0022,0.97,-1.9,60,inf,inf,433,0.003,430,-0.007,0.08,403,50.9,
strategyxsidexregime=setup_follow|LONG|bear,861,49.8,0.0046,1.07,4.0,21,0.69,0.57,412,0.001,449,0.008,0.13,404,50.5,
cascxregime=N|neutral,11699,49.8,-0.0024,0.98,-28.0,40,inf,inf,7614,0.002,4085,-0.011,0.09,4376,50.0,
fundxweekday=flat|5,1423,49.8,-0.0005,1.0,-0.7,9,inf,inf,795,-0.009,628,0.01,0.08,516,48.4,
adxxoid=<20|>0.5,281,49.8,0.0077,1.07,2.2,10,1.34,0.49,151,0.02,130,-0.007,0.11,153,48.4,
symbolxweekday=XRPUSDT|3,281,49.8,0.0042,1.03,1.2,9,1.19,1.0,129,0.004,152,0.004,0.11,122,45.1,
strategyxregimexadx=nony_momentum|neutral|NA,281,49.8,-0.0097,0.84,-2.7,8,inf,inf,281,-0.01,0,,0.03,0,,
strategyxregimexbreadth=nony_momentum|neutral|NA,281,49.8,-0.0097,0.84,-2.7,8,inf,inf,281,-0.01,0,,0.03,0,,
concxweekday=0-1|3,837,49.8,-0.0046,0.96,-3.9,7,inf,inf,225,-0.013,612,-0.002,0.11,835,49.8,
hour_bandxsymbol=12-17|XRPUSDT,558,49.8,0.0129,1.13,7.2,58,0.18,1.0,284,0.019,255,0.007,0.1,185,48.6,Y
concxweekday=2-3|0,1668,49.8,-0.0285,0.77,-47.5,6,inf,inf,417,-0.063,1251,-0.017,0.09,591,51.4,
sidexvs=SHORT|N,12126,49.8,-0.0072,0.94,-86.9,63,inf,inf,5713,0.004,6301,-0.019,0.09,4609,49.6,
decile_bandxspread=D10|2-5,546,49.8,-0.0057,0.95,-3.1,46,inf,inf,187,-0.009,359,-0.004,0.08,198,50.5,
adxxweekday=NA|2,1343,49.8,0.0068,1.06,9.1,3,1.19,0.46,1329,0.007,14,-0.019,0.11,14,42.9,
breadthxweekday=NA|2,1343,49.8,0.0068,1.06,9.1,3,1.19,0.46,1329,0.007,14,-0.019,0.11,14,42.9,
oidxweekday=NA|2,1343,49.8,0.0068,1.06,9.1,3,1.19,0.46,1329,0.007,14,-0.019,0.11,14,42.9,
spreadxweekday=NA|2,1343,49.8,0.0068,1.06,9.1,3,1.19,0.46,1329,0.007,14,-0.019,0.11,14,42.9,
sym_statexweekday=NA|2,1343,49.8,0.0068,1.06,9.1,3,1.19,0.46,1329,0.007,14,-0.019,0.11,14,42.9,
regimexsymbol=bull|ZECUSDT,803,49.8,0.0021,1.02,1.7,22,1.18,1.0,192,0.013,611,-0.001,0.07,361,47.1,
oidxspread=>0.5|2-5,801,49.8,0.0052,1.05,4.2,47,0.77,0.8,174,-0.002,627,0.007,0.08,417,49.9,
fundxstrategy=flat|setup_follow,2134,49.8,-0.001,0.99,-2.2,62,inf,inf,1066,-0.002,1068,-0.0,0.12,946,48.9,
side=SHORT,12786,49.8,-0.0089,0.93,-114.2,63,inf,inf,6029,0.003,6629,-0.022,0.09,4866,49.6,
sessionxside=None|SHORT,12786,49.8,-0.0089,0.93,-114.2,63,inf,inf,6029,0.003,6629,-0.022,0.09,4866,49.6,
oidxregime=NA|neutral,3704,49.8,0.0017,1.02,6.2,16,1.13,0.62,3695,0.002,9,-0.033,0.07,21,52.4,
cascxmktb=Y|<30,2369,49.8,0.0017,1.02,4.1,37,1.86,0.9,506,0.002,1863,0.002,0.09,1140,49.9,
regimexvolz=neutral|<2,7752,49.8,-0.0008,0.99,-5.9,40,inf,inf,5058,0.003,2694,-0.008,0.09,3087,49.9,
atrpxbreadth=mid|1,4122,49.8,0.0027,1.02,11.2,49,0.48,0.4,1712,0.005,2410,0.001,0.1,2582,50.2,
symbolxweekend=XRPUSDT|True,512,49.8,-0.0079,0.93,-4.1,18,inf,inf,190,-0.026,322,0.003,0.09,188,53.2,
atrpxregime=lo|neutral,2042,49.8,-0.0021,0.98,-4.2,38,inf,inf,1074,-0.003,968,-0.001,0.12,1132,49.7,
hour_bandxv3=0-5|Y,2795,49.8,0.0028,1.02,7.7,62,0.61,0.49,1312,0.007,1483,-0.001,0.1,1279,49.8,
breadthxoid=1|>0.5,994,49.8,0.0121,1.11,12.0,49,0.22,0.25,341,0.004,653,0.017,0.11,617,49.6,Y
strategyxsymbol=burst_follow|1000PEPEUSDT,492,49.8,-0.0172,0.78,-8.5,55,inf,inf,237,-0.009,251,-0.023,0.08,134,50.7,
decile_bandxregime=D2-3|neutral,7782,49.8,-0.0044,0.96,-34.3,40,inf,inf,5092,-0.001,2690,-0.012,0.08,3096,49.8,
adxxregime=20-30|neutral,6680,49.8,-0.0044,0.96,-29.6,32,inf,inf,3153,0.006,3527,-0.014,0.11,3598,50.0,
symbolxweekday=1000PEPEUSDT|4,235,49.8,0.0086,1.07,2.0,9,1.14,1.0,123,0.008,112,0.01,0.11,84,51.2,
imbxregime=>=0.5|neutral,8452,49.8,-0.002,0.98,-17.1,40,inf,inf,5411,0.006,3041,-0.016,0.09,3180,49.8,
breadthxconc=1|>=6,1165,49.8,0.0082,1.07,9.5,10,0.49,0.23,1165,0.008,0,,0.1,0,,
adxxstrategy=NA|setup_fade,1153,49.8,0.0012,1.01,1.4,15,6.82,3.98,1111,-0.003,0,,0.12,0,,
breadthxstrategy=NA|setup_fade,1153,49.8,0.0012,1.01,1.4,15,6.82,3.98,1111,-0.003,0,,0.12,0,,
spreadxstrategy=NA|setup_fade,1153,49.8,0.0012,1.01,1.4,15,6.82,3.98,1111,-0.003,0,,0.12,0,,
strategyxsym_state=setup_fade|NA,1153,49.8,0.0012,1.01,1.4,15,6.82,3.98,1111,-0.003,0,,0.12,0,,
adxxregime=NA|neutral,3672,49.8,0.0016,1.01,5.9,8,1.19,0.65,3672,0.002,0,,0.07,0,,
breadthxregime=NA|neutral,3672,49.8,0.0016,1.01,5.9,8,1.19,0.65,3672,0.002,0,,0.07,0,,
regimexspread=neutral|NA,3672,49.8,0.0016,1.01,5.9,8,1.19,0.65,3672,0.002,0,,0.07,0,,
regimexsym_state=neutral|NA,3672,49.8,0.0016,1.01,5.9,8,1.19,0.65,3672,0.002,0,,0.07,0,,
atrpximb=lo|<0.5,1145,49.8,-0.0008,0.99,-0.9,52,inf,inf,552,0.0,593,-0.002,0.12,655,49.3,
symbolxvolz=RUNEUSDT|<2,229,49.8,0.0062,1.06,1.4,42,0.71,1.0,114,0.007,115,0.006,0.1,115,49.6,
strategyxregimexbreadth=setup_follow|bull|1,448,49.8,0.0055,1.09,2.5,21,0.76,0.51,220,0.002,228,0.009,0.1,202,44.6,
breadthxvolz=1|<2,4703,49.8,0.0039,1.03,18.2,49,0.28,0.41,1834,0.006,2869,0.003,0.1,2974,49.9,Y
adxxoid=<20|mid,1113,49.8,-0.0069,0.94,-7.7,11,inf,inf,534,-0.013,579,-0.002,0.09,692,50.0,
atrpxregime=lo|bear,663,49.8,-0.0053,0.96,-3.5,16,inf,inf,58,-0.003,605,-0.006,0.13,531,50.1,
atrpxregime=hi|neutral,2648,49.8,-0.0008,0.99,-2.0,39,inf,inf,1808,0.002,840,-0.007,0.06,612,51.3,
fundxsym_state=flat|bear,876,49.8,-0.0011,0.99,-1.0,36,inf,inf,384,0.002,492,-0.004,0.11,567,49.2,
sym_statexweekday=bear|0,219,49.8,-0.031,0.79,-6.8,6,inf,inf,96,-0.032,123,-0.03,0.14,118,50.8,
imbxstrategy=>=0.5|setup_fade,3679,49.8,-0.0072,0.96,-26.3,63,inf,inf,1724,0.008,1913,-0.023,0.1,1734,50.5,
sidexstrategy=SHORT|setup_fade,3679,49.8,-0.0072,0.96,-26.3,63,inf,inf,1724,0.008,1913,-0.023,0.1,1734,50.5,
mktbxweekday=<30|0,3219,49.8,-0.0117,0.9,-37.7,8,inf,inf,2240,-0.01,979,-0.015,0.1,1000,50.1,
regimexv3=bull|Y,3217,49.8,-0.0007,0.99,-2.4,22,inf,inf,777,0.003,2440,-0.002,0.11,1582,49.7,
imbxsymbol=<0.5|ZECUSDT,1069,49.8,-0.0033,0.97,-3.6,60,inf,inf,497,0.005,561,-0.011,0.08,403,48.1,
imbxoid=<0.5|>0.5,1915,49.8,0.0011,1.01,2.2,49,1.59,2.1,368,0.017,1547,-0.003,0.1,947,49.7,
symbolxv3=DOTUSDT|N,211,49.8,-0.0141,0.89,-3.0,34,inf,inf,105,-0.009,106,-0.019,0.08,28,50.0,
spreadxsym_state=<2|bear,1260,49.8,-0.0005,1.0,-0.7,35,inf,inf,490,0.001,770,-0.001,0.11,794,49.4,
sym_statexsymbol=bear|WLDUSDT,209,49.8,0.0137,1.12,2.9,16,0.72,1.0,142,-0.001,67,0.044,0.11,146,49.3,
adxxatrp=20-30|lo,2273,49.8,0.0007,1.01,1.6,38,3.81,5.43,837,0.001,1436,0.001,0.13,1532,50.0,
sym_statexweekday=neutral|2,1445,49.8,-0.0082,0.93,-11.8,7,inf,inf,660,0.003,785,-0.017,0.1,691,49.9,
symbolxv3=APTUSDT|Y,412,49.8,0.0276,1.25,11.4,61,0.14,1.0,204,0.044,206,0.012,0.13,179,49.7,Y
symbolxweekday=WLDUSDT|1,205,49.8,0.0176,1.19,3.6,9,0.55,1.0,110,0.018,77,0.022,0.07,60,53.3,
breadthxweekday=2-3|4,816,49.8,-0.0,1.0,-0.0,7,inf,inf,279,-0.005,537,0.003,0.11,506,49.6,
sym_statexsymbol=neutral|NEARUSDT,406,49.8,-0.0097,0.9,-3.9,39,inf,inf,128,-0.011,278,-0.009,0.06,197,48.7,
hour=3,1212,49.8,0.0059,1.07,7.1,59,0.33,0.39,615,0.012,597,0.0,0.05,419,49.2,Y
breadthxdecile_band=1|D2-3,4386,49.7,-0.0002,1.0,-0.9,49,inf,inf,1778,0.004,2608,-0.003,0.09,2811,49.9,
breadthxfund=1|neg,1781,49.7,0.0018,1.02,3.3,46,1.57,0.61,835,0.011,946,-0.006,0.1,1142,50.6,
atrpxsymbol=mid|ADAUSDT,593,49.7,-0.0002,1.0,-0.1,53,inf,inf,352,0.003,241,-0.005,0.07,232,50.0,
regime=neutral,12043,49.7,-0.0024,0.98,-28.6,40,inf,inf,7700,0.003,4343,-0.011,0.09,4577,49.9,
mktbxregime=<30|neutral,12043,49.7,-0.0024,0.98,-28.6,40,inf,inf,7700,0.003,4343,-0.011,0.09,4577,49.9,
regimexsession=neutral|None,12043,49.7,-0.0024,0.98,-28.6,40,inf,inf,7700,0.003,4343,-0.011,0.09,4577,49.9,
atrpxvolz=lo|<2,2557,49.7,-0.001,0.99,-2.6,55,inf,inf,1164,0.003,1393,-0.004,0.12,1441,49.7,
regimexsymbol=neutral|FILUSDT,392,49.7,-0.0147,0.88,-5.8,36,inf,inf,251,-0.009,141,-0.025,0.08,139,49.6,
atrpxconc=lo|0-1,1174,49.7,0.0016,1.01,1.9,35,2.47,2.29,257,0.005,917,0.001,0.14,1174,49.7,
atrpxsymbol=mid|TAOUSDT,390,49.7,0.0053,1.05,2.1,52,1.27,1.0,205,-0.001,185,0.012,0.09,165,49.7,
decile_bandxsymbol=D2-3|DOTUSDT,390,49.7,-0.013,0.9,-5.1,50,inf,inf,165,0.006,225,-0.027,0.11,180,50.0,
oidxside=mid|SHORT,6003,49.7,-0.0076,0.94,-45.6,49,inf,inf,2091,0.02,3912,-0.022,0.1,3143,49.7,
concxoid=0-1|mid,4053,49.7,-0.0001,1.0,-0.4,40,inf,inf,912,-0.003,3141,0.001,0.1,4053,49.7,
hour_bandxweekday=0-5|4,1158,49.7,-0.0002,1.0,-0.3,9,inf,inf,587,-0.0,571,-0.0,0.1,424,50.7,
atrpxvs=NA|Y,191,49.7,0.0034,1.03,0.6,6,2.91,2.36,160,-0.004,0,,0.1,0,,
breadthxsymbol=1|CHZUSDT,191,49.7,0.0078,1.07,1.5,30,0.58,1.0,79,0.025,112,-0.004,0.1,115,48.7,
hour_bandxsymbol=18-23|FILUSDT,191,49.7,-0.0085,0.93,-1.6,45,inf,inf,83,-0.004,106,-0.013,0.1,64,50.0,
volzxvs=NA|Y,191,49.7,0.0034,1.03,0.6,6,2.91,2.36,160,-0.004,0,,0.1,0,,
adxximb=20-30|<0.5,3420,49.7,-0.0042,0.97,-14.4,38,inf,inf,1751,0.001,1669,-0.01,0.11,1791,49.1,
