cell,n,WR_net%,WR_gross%,E_net,PF_net,sumR_net,days,top_day_share,wilson95%,breakeven_WR%,p_vs_be,BH_q,IS_n,IS_WR%,IS_E,IS_sig,OOS_n,OOS_WR%,OOS_E,OOS_sig,WF1_E,WF2_E,WF3_E,streak,maxDD_R,VALIDATED
rvbxsym=>=5|APTUSDT,89,56.2,56.2,0.004,1.03,0.4,28,2.24,"[45.8,66.0]",55.5,4.95e-01,1.000,34,55.9,0.03,N,55,56.4,-0.012,N,0.002,0.072,-0.018,4,2.6,NO
sprbxstrat=<2bps|london_burst_fade,1301,46.3,46.3,-0.0015,0.99,-1.9,39,inf,"[43.6,49.0]",46.5,5.72e-01,1.000,413,49.6,0.021,N,888,44.7,-0.012,N,0.061,-0.004,-0.013,22,31.1,NO
sprbxweekday=2-5bps|0,472,50.6,50.6,-0.0164,0.86,-7.7,7,inf,"[46.1,55.1]",54.3,9.50e-01,1.000,130,45.4,-0.027,N,342,52.6,-0.012,N,,-0.029,-0.01,4,7.8,NO
adxbxsym=20-30|ENAUSDT,392,50.0,50.0,0.0014,1.01,0.5,34,2.84,"[45.1,54.9]",49.7,4.65e-01,1.000,185,48.1,0.017,N,207,51.7,-0.012,N,-0.013,0.004,0.006,5,4.6,NO
adxbxsym=>=30|BNBUSDT,266,51.5,51.5,-0.0122,0.9,-3.3,11,inf,"[45.5,57.4]",54.1,8.21e-01,1.000,0,,,N,266,51.5,-0.012,N,,-0.039,-0.012,5,5.8,NO
rvbxsym=>=5|WLDUSDT,170,47.1,47.1,-0.0048,0.96,-0.8,43,inf,"[39.7,54.5]",48.2,6.44e-01,1.000,104,45.2,-0.0,N,66,50.0,-0.012,N,-0.017,0.023,-0.019,6,3.0,NO
symxweekend=NEARUSDT|False,672,50.4,50.4,-0.0081,0.92,-5.5,44,inf,"[46.7,54.2]",52.4,8.56e-01,1.000,416,49.8,-0.006,N,256,51.6,-0.012,N,-0.002,0.005,-0.028,5,6.6,NO
symxweekday=PENDLEUSDT|1,46,52.2,52.2,0.0154,1.11,0.7,9,0.71,"[38.1,65.9]",49.5,4.13e-01,1.000,25,52.0,0.039,N,21,52.4,-0.012,N,0.024,0.03,-0.024,2,1.2,NO
decbxsym=D2-3|UNIUSDT,430,48.8,48.8,-0.0121,0.89,-5.2,59,inf,"[44.1,53.6]",51.6,8.87e-01,1.000,190,47.9,-0.012,N,240,49.6,-0.012,N,-0.017,0.001,-0.016,6,6.2,NO
symxweekend=PUMPUSDT|True,105,54.3,54.3,-0.0123,0.89,-1.3,4,inf,"[44.8,63.5]",57.3,7.65e-01,1.000,0,,,N,105,54.3,-0.012,N,,,-0.012,3,2.8,NO
stratxweekend=asia_pump_short_4h|True,111,55.9,55.9,-0.0349,0.85,-3.9,12,inf,"[46.6,64.7]",59.8,8.25e-01,1.000,30,43.3,-0.096,N,81,60.5,-0.012,N,-0.025,-0.257,0.027,13,16.8,NO
decbxregime=D2-3|neutral,7790,49.8,49.8,-0.0051,0.95,-40.1,40,inf,"[48.7,50.9]",51.0,9.86e-01,1.000,5092,49.9,-0.001,N,2698,49.6,-0.012,N,-0.001,-0.001,-0.018,11,48.6,NO
decbxweekend=D10|True,1039,50.8,50.8,-0.0071,0.94,-7.4,18,inf,"[47.8,53.8]",52.3,8.31e-01,1.000,423,48.7,0.001,N,616,52.3,-0.012,N,-0.002,0.007,-0.016,16,18.8,NO
hourbxsym=18-23|XRPUSDT,460,51.5,51.5,-0.009,0.91,-4.1,54,inf,"[47.0,56.1]",53.8,8.46e-01,1.000,200,52.0,-0.005,N,260,51.2,-0.012,N,-0.01,-0.013,-0.007,5,7.0,NO
regimexsym=bull|UNIUSDT,209,51.7,51.7,-0.0019,0.98,-0.4,18,inf,"[44.9,58.4]",52.1,5.81e-01,1.000,55,50.9,0.028,N,154,51.9,-0.013,N,-0.008,0.05,-0.013,6,2.9,NO
stratxweekdayxregime=setup_follow|4|neutral,448,48.4,48.4,-0.0084,0.88,-3.8,6,inf,"[43.8,53.1]",51.5,9.11e-01,1.000,331,49.8,-0.007,N,117,44.4,-0.013,N,-0.019,0.0,-0.028,12,5.7,NO
hourbxweekday=18-23|1,875,49.5,49.5,-0.0065,0.94,-5.7,9,inf,"[46.2,52.8]",51.1,8.35e-01,1.000,444,50.0,-0.001,N,431,49.0,-0.013,N,-0.006,0.007,-0.015,33,14.3,NO
sym=NMRUSDT,343,49.6,49.6,0.0004,1.0,0.1,51,12.6,"[44.3,54.8]",49.5,5.11e-01,1.000,187,50.8,0.011,N,156,48.1,-0.013,N,0.025,-0.04,0.0,4,6.6,NO
symxvolb=NMRUSDT|hi>=0.40%,343,49.6,49.6,0.0004,1.0,0.1,51,12.6,"[44.3,54.8]",49.5,5.11e-01,1.000,187,50.8,0.011,N,156,48.1,-0.013,N,0.025,-0.04,0.0,4,6.6,NO
hourbxsym=0-5|PENGUUSDT,64,46.9,46.9,-0.0126,0.86,-0.8,9,inf,"[35.2,58.9]",50.7,7.70e-01,1.000,0,,,N,64,46.9,-0.013,N,,,-0.013,3,1.6,NO
decbxv3=D2-3|True,6674,48.9,48.9,-0.0062,0.95,-41.7,63,inf,"[47.7,50.1]",50.2,9.84e-01,1.000,3275,48.9,0.0,N,3399,48.8,-0.013,N,-0.0,0.001,-0.018,10,50.2,NO
rvbxstrat=<2|setup_fade,3200,49.3,49.3,0.0019,1.01,6.2,57,1.47,"[47.6,51.0]",49.0,3.83e-01,1.000,1433,50.9,0.02,Y,1767,48.0,-0.013,N,0.018,0.019,-0.024,18,45.2,NO
symxweekday=ZECUSDT|2,325,51.4,51.4,0.0175,1.19,5.7,9,0.9,"[46.0,56.8]",47.1,6.73e-02,0.449,203,52.7,0.036,Y,122,49.2,-0.013,N,0.047,-0.002,-0.004,4,3.3,NO
stratxweekdayxregime=nony_momentum|4|neutral,128,48.4,48.4,-0.0353,0.63,-4.5,6,inf,"[40.0,57.0]",59.7,9.96e-01,1.000,108,47.2,-0.04,N,20,55.0,-0.013,N,-0.036,-0.043,-0.011,15,5.3,NO
symxweekday=ZECUSDT|0,347,51.3,51.3,-0.0066,0.93,-2.3,9,inf,"[46.1,56.5]",53.1,7.62e-01,1.000,184,50.5,-0.001,N,163,52.1,-0.013,N,0.007,-0.009,-0.014,5,4.6,NO
sessionxsym=asia|BNBUSDT,265,52.5,52.5,-0.0296,0.8,-7.8,42,inf,"[46.4,58.4]",58.0,9.71e-01,1.000,129,54.3,-0.047,N,136,50.7,-0.013,N,-0.059,-0.019,-0.014,5,8.9,NO
weekday=0,4192,50.5,50.5,-0.0116,0.9,-48.5,9,inf,"[49.0,52.1]",53.1,1.00e+00,1.000,2240,49.5,-0.011,N,1952,51.7,-0.013,N,-0.003,-0.014,-0.015,16,52.6,NO
volbxweekday=hi>=0.40%|0,4192,50.5,50.5,-0.0116,0.9,-48.5,9,inf,"[49.0,52.1]",53.1,1.00e+00,1.000,2240,49.5,-0.011,N,1952,51.7,-0.013,N,-0.003,-0.014,-0.015,16,52.6,NO
weekdayxweekend=0|False,4192,50.5,50.5,-0.0116,0.9,-48.5,9,inf,"[49.0,52.1]",53.1,1.00e+00,1.000,2240,49.5,-0.011,N,1952,51.7,-0.013,N,-0.003,-0.014,-0.015,16,52.6,NO
rvbxweekday=<2|1,2535,49.4,49.4,-0.0045,0.96,-11.3,8,inf,"[47.4,51.3]",50.5,8.63e-01,1.000,1275,50.1,0.004,N,1260,48.7,-0.013,N,-0.004,0.01,-0.013,25,20.4,NO
hourbxweekday=6-11|1,933,49.8,49.8,-0.0071,0.93,-6.6,9,inf,"[46.6,53.0]",51.6,8.65e-01,1.000,449,49.9,-0.001,N,484,49.8,-0.013,N,-0.013,0.008,-0.013,14,10.6,NO
adxbxweekday=<20|3,42,50.0,50.0,-0.0128,0.92,-0.5,1,inf,"[35.5,64.5]",52.1,6.64e-01,1.000,0,,,N,42,50.0,-0.013,N,,-0.013,,4,3.2,NO
regimexsession=neutral|late,1397,48.0,48.0,-0.0202,0.81,-28.2,31,inf,"[45.4,50.7]",53.2,1.00e+00,1.000,807,45.8,-0.026,N,590,51.0,-0.013,N,-0.013,-0.021,-0.028,23,37.2,NO
sessionxsym=late|RENDERUSDT,47,42.6,42.6,-0.0031,0.96,-0.1,15,inf,"[29.5,56.7]",43.5,6.08e-01,1.000,22,40.9,0.008,N,25,44.0,-0.013,N,0.017,-0.003,-0.013,5,1.1,NO
regimexweekday=bear|0,923,52.1,52.1,-0.009,0.93,-8.3,3,inf,"[48.9,55.3]",53.9,8.70e-01,1.000,585,53.3,-0.007,N,338,50.0,-0.013,N,-0.007,0.01,-0.037,13,13.3,NO
sessionxsym=asia|PUMPUSDT,97,50.5,50.5,-0.0128,0.89,-1.2,9,inf,"[40.7,60.3]",53.5,7.55e-01,1.000,0,,,N,97,50.5,-0.013,N,,,-0.013,3,2.8,NO
rvbxstrat=>=5|nony_momentum,284,48.2,48.2,-0.0044,0.94,-1.3,40,inf,"[42.5,54.0]",49.9,7.33e-01,1.000,162,43.2,0.002,N,122,54.9,-0.013,N,0.007,-0.002,-0.014,16,6.7,NO
stratxweekdayxregime=setup_follow|5|bull,204,46.1,46.1,-0.0129,0.84,-2.6,2,inf,"[39.4,52.9]",50.3,9.01e-01,1.000,0,,,N,204,46.1,-0.013,N,,,-0.013,7,6.6,NO
stratxsym=setup_follow|FETUSDT,214,51.9,51.9,0.0012,1.02,0.3,59,2.88,"[45.2,58.5]",51.4,4.74e-01,1.000,106,50.9,0.016,N,108,52.8,-0.013,N,0.009,-0.001,-0.005,7,2.5,NO
rvbxweekday=<2|2,2556,49.4,49.4,-0.0078,0.93,-19.9,8,inf,"[47.5,51.4]",51.3,9.72e-01,1.000,1349,50.0,-0.003,N,1207,48.7,-0.013,N,-0.009,0.003,-0.013,11,27.1,NO
rvbxsym=<2|1000PEPEUSDT,781,50.1,50.1,-0.0065,0.94,-5.1,55,inf,"[46.6,53.6]",51.6,8.08e-01,1.000,328,49.4,0.002,N,453,50.6,-0.013,N,0.01,-0.005,-0.014,4,9.7,NO
symxv3=SOLUSDT|True,437,49.9,49.9,-0.0164,0.88,-7.2,59,inf,"[45.2,54.6]",53.2,9.25e-01,1.000,211,51.2,-0.02,N,226,48.7,-0.013,N,-0.014,-0.017,-0.018,5,9.4,NO
symxweekday=SOLUSDT|1,361,49.6,49.6,-0.0108,0.89,-3.9,9,inf,"[44.5,54.7]",52.5,8.78e-01,1.000,211,49.8,-0.009,N,150,49.3,-0.013,N,-0.016,0.0,-0.012,7,5.1,NO
sprbxsym=>=5bps|ADAUSDT,529,50.3,50.3,-0.0023,0.98,-1.2,41,inf,"[46.0,54.5]",50.8,6.17e-01,1.000,271,49.8,0.008,N,258,50.8,-0.013,N,-0.019,0.02,-0.026,8,6.5,NO
sidexsym=LONG|XLMUSDT,361,55.4,55.4,0.0113,1.13,4.1,62,0.67,"[50.2,60.4]",52.4,1.35e-01,0.693,213,55.4,0.028,Y,148,55.4,-0.013,N,0.033,0.011,-0.015,9,5.6,NO
sessionxsym=late|SOLUSDT,231,49.8,49.8,-0.0175,0.81,-4.0,39,inf,"[43.4,56.2]",55.1,9.55e-01,1.000,122,50.0,-0.021,N,109,49.5,-0.013,N,-0.012,-0.039,-0.01,3,4.8,NO
symxweekday=APTUSDT|2,81,54.3,54.3,-0.0062,0.95,-0.5,9,inf,"[43.5,64.7]",55.6,6.37e-01,1.000,40,52.5,0.001,N,41,56.1,-0.013,N,0.004,-0.001,-0.019,3,2.0,NO
sessionxsym=late|WLDUSDT,138,48.6,48.6,-0.0145,0.81,-2.0,36,inf,"[40.4,56.8]",53.7,9.02e-01,1.000,85,47.1,-0.015,N,53,50.9,-0.013,N,-0.011,-0.013,-0.021,6,2.7,NO
sprbxv3=>=5bps|True,1548,47.7,47.7,-0.0064,0.95,-9.9,49,inf,"[45.2,50.2]",49.0,8.61e-01,1.000,565,47.8,0.005,N,983,47.6,-0.013,N,-0.003,0.011,-0.025,7,20.7,NO
hourbxsym=18-23|FILUSDT,191,49.7,49.7,-0.0091,0.92,-1.7,45,inf,"[42.7,56.8]",51.8,7.37e-01,1.000,85,47.1,-0.004,N,106,51.9,-0.013,N,0.034,-0.038,-0.009,5,5.2,NO
adxbxrvb=<20|<2,1162,48.5,48.5,-0.0097,0.91,-11.3,11,inf,"[45.7,51.4]",50.8,9.45e-01,1.000,603,47.4,-0.007,N,559,49.7,-0.013,N,0.014,-0.008,-0.021,10,21.9,NO
hourbxsym=18-23|ZECUSDT,404,48.5,48.5,-0.0019,0.98,-0.8,51,inf,"[43.7,53.4]",49.1,6.10e-01,1.000,212,48.6,0.008,N,192,48.4,-0.013,N,-0.002,0.023,-0.014,6,4.3,NO
symxv3=NMRUSDT|True,339,49.3,49.3,0.0003,1.0,0.1,51,17.38,"[44.0,54.6]",49.2,5.14e-01,1.000,187,50.8,0.011,N,152,47.4,-0.013,N,0.025,-0.04,0.0,4,6.6,NO
decbxsym=D2-3|1000PEPEUSDT,913,50.5,50.5,-0.0069,0.94,-6.3,61,inf,"[47.3,53.7]",52.1,8.46e-01,1.000,433,49.4,0.0,N,480,51.5,-0.013,N,0.008,-0.014,-0.013,5,11.3,NO
regimexsym=bear|QNTUSDT,70,50.0,50.0,-0.0022,0.98,-0.2,16,inf,"[38.6,61.4]",50.5,5.78e-01,1.000,34,50.0,0.009,N,36,50.0,-0.013,N,0.001,0.011,-0.017,2,1.7,NO
rvbxweekday=>=5|0,432,52.8,52.8,-0.0026,0.98,-1.1,8,inf,"[48.1,57.4]",53.3,6.08e-01,1.000,291,53.6,0.002,N,141,51.1,-0.013,N,0.049,-0.049,-0.013,8,10.2,NO
sprbxweekday=>=5bps|3,330,47.9,47.9,-0.0158,0.87,-5.2,7,inf,"[42.5,53.3]",51.4,9.09e-01,1.000,147,48.3,-0.019,N,183,47.5,-0.013,N,-0.024,-0.013,-0.016,4,6.6,NO
adxbxv3=20-30|False,5621,51.4,51.4,-0.0032,0.97,-18.1,34,inf,"[50.1,52.7]",52.2,8.78e-01,1.000,2992,51.9,0.006,N,2629,50.8,-0.013,N,0.009,-0.0,-0.013,23,43.5,NO
stratxweekdayxhourb=setup_follow|2|12-17,193,50.3,50.3,0.0024,1.03,0.5,9,3.67,"[43.3,57.2]",49.6,4.50e-01,1.000,95,45.3,0.019,N,98,55.1,-0.013,N,-0.003,0.032,-0.027,10,5.2,NO
sessionxsprb=late|>=5bps,267,47.9,47.9,-0.012,0.88,-3.2,37,inf,"[42.0,53.9]",51.3,8.74e-01,1.000,110,41.8,-0.01,N,157,52.2,-0.013,N,0.001,0.005,-0.029,12,5.2,NO
sidexsym=SHORT|RENDERUSDT,190,48.4,48.4,0.0146,1.1,2.8,60,0.71,"[41.4,55.5]",46.1,2.85e-01,0.935,92,50.0,0.044,N,98,46.9,-0.013,N,0.052,0.062,-0.049,8,5.9,NO
hourbxsym=18-23|ENAUSDT,266,50.0,50.0,-0.0056,0.94,-1.5,44,inf,"[44.0,56.0]",51.6,7.19e-01,1.000,97,46.4,0.008,N,169,52.1,-0.013,N,0.031,-0.055,-0.001,5,3.9,NO
stratxsidexregime=setup_follow|SHORT|bull,470,49.6,49.6,-0.0087,0.89,-4.1,22,inf,"[45.1,54.1]",52.5,9.06e-01,1.000,115,52.2,0.006,N,355,48.7,-0.013,N,-0.019,0.025,-0.013,10,10.2,NO
sessionxv3=ny|True,3643,48.9,49.0,-0.0091,0.93,-33.3,61,inf,"[47.3,50.6]",50.8,9.87e-01,1.000,1718,49.1,-0.004,N,1925,48.8,-0.013,N,-0.005,-0.007,-0.015,11,39.1,NO
stratxweekdayxhourb=burst_follow|6|6-11,224,53.1,53.1,0.005,1.09,1.1,8,1.4,"[46.6,59.6]",51.0,2.84e-01,0.935,88,64.8,0.033,Y,136,45.6,-0.013,N,0.018,0.034,-0.016,9,2.9,NO
symxweekday=UNIUSDT|1,82,50.0,50.0,-0.0324,0.75,-2.7,9,inf,"[39.4,60.6]",57.1,9.21e-01,1.000,30,53.3,-0.065,N,52,48.1,-0.013,N,-0.065,-0.017,-0.028,3,3.1,NO
sessionxsym=late|ENAUSDT,129,46.5,46.5,-0.0124,0.86,-1.6,27,inf,"[38.1,55.1]",50.4,8.34e-01,1.000,46,43.5,-0.01,N,83,48.2,-0.013,N,0.02,-0.048,-0.016,5,2.9,NO
sprbxstrat=<2bps|asia_burst_fade,1521,44.4,44.4,-0.0217,0.87,-32.9,41,inf,"[42.0,47.0]",47.8,9.96e-01,1.000,457,42.2,-0.041,N,1064,45.4,-0.013,N,-0.064,-0.018,-0.017,39,42.5,NO
rvbxweekday=2-5|2,748,50.1,50.1,0.0022,1.02,1.6,8,2.5,"[46.6,53.7]",49.7,4.20e-01,1.000,363,49.9,0.019,N,385,50.4,-0.013,N,0.027,0.004,-0.014,13,13.3,NO
sessionxsym=london|FETUSDT,130,44.6,44.6,-0.0131,0.88,-1.7,39,inf,"[36.3,53.2]",47.8,7.93e-01,1.000,69,46.4,-0.013,N,61,42.6,-0.014,N,-0.014,0.006,-0.028,4,3.1,NO
decbxsym=D4-9|DOGEUSDT,55,49.1,49.1,-0.0136,0.86,-0.7,9,inf,"[36.4,61.9]",52.7,7.50e-01,1.000,0,,,N,55,49.1,-0.014,N,,,-0.014,3,1.3,NO
sessionxweekday=london|0,1147,51.2,51.2,-0.0126,0.91,-14.5,8,inf,"[48.3,54.1]",53.6,9.54e-01,1.000,623,50.6,-0.012,N,524,51.9,-0.014,N,-0.011,-0.006,-0.019,13,16.5,NO
stratxsym=burst_follow|ENAUSDT,398,48.2,48.2,-0.0109,0.83,-4.3,52,inf,"[43.4,53.1]",52.8,9.69e-01,1.000,105,47.6,-0.003,N,293,48.5,-0.014,N,0.033,-0.056,-0.012,6,7.1,NO
stratxweekdayxregime=burst_follow|0|bear,215,60.0,60.0,0.0359,1.67,7.7,2,1.06,"[53.3,66.3]",47.2,1.17e-04,0.005,179,60.3,0.046,Y,36,58.3,-0.014,N,0.046,,-0.014,11,2.8,NO
sessionxsym=late|TAOUSDT,81,48.1,48.1,-0.025,0.77,-2.0,21,inf,"[37.6,58.9]",54.8,9.05e-01,1.000,40,47.5,-0.037,N,41,48.8,-0.014,N,-0.013,-0.049,-0.022,3,2.4,NO
sessionxside=asia|SHORT,4829,50.7,50.7,-0.0042,0.97,-20.4,62,inf,"[49.3,52.1]",51.5,8.70e-01,1.000,2265,52.2,0.007,N,2564,49.3,-0.014,N,0.003,0.01,-0.017,24,68.9,NO
stratxweekdayxhourb=setup_follow|2|6-11,178,44.4,44.4,-0.0196,0.75,-3.5,9,inf,"[37.3,51.7]",51.7,9.78e-01,1.000,88,43.2,-0.026,N,90,45.6,-0.014,N,-0.034,-0.021,-0.011,8,5.5,NO
decbxsym=D2-3|NEARUSDT,559,49.9,49.9,-0.0148,0.86,-8.3,62,inf,"[45.8,54.0]",53.6,9.62e-01,1.000,316,48.7,-0.016,N,243,51.4,-0.014,N,-0.022,0.005,-0.027,6,9.7,NO
stratxv3=ny_flush_buy_4h|False,790,53.9,53.9,0.0091,1.06,7.2,51,1.09,"[50.4,57.4]",52.4,2.10e-01,0.823,313,54.6,0.044,Y,477,53.5,-0.014,N,0.037,0.022,-0.006,29,25.6,NO
decbxsym=D10|TRUMPUSDT,78,46.2,46.2,-0.0138,0.9,-1.1,9,inf,"[35.5,57.1]",48.7,7.10e-01,1.000,0,,,N,78,46.2,-0.014,N,,,-0.014,4,3.3,NO
regimexsym=bull|1000PEPEUSDT,515,51.7,51.7,-0.0073,0.93,-3.8,21,inf,"[47.3,55.9]",53.4,7.97e-01,1.000,99,54.5,0.02,N,416,51.0,-0.014,N,0.024,0.015,-0.014,4,6.8,NO
sessionxsym=ny|DOGEUSDT,67,52.2,52.2,-0.0138,0.87,-0.9,9,inf,"[40.5,63.7]",55.6,7.53e-01,1.000,0,,,N,67,52.2,-0.014,N,,,-0.014,4,2.2,NO
stratxweekdayxregime=setup_fade|6|bear,280,49.6,49.6,0.0247,1.15,6.9,3,1.37,"[43.8,55.5]",46.1,1.28e-01,0.670,93,53.8,0.102,Y,187,47.6,-0.014,N,0.102,-0.007,-0.027,14,8.6,NO
stratxweekdayxhourb=setup_follow|4|12-17,184,47.3,47.3,-0.0016,0.97,-0.3,9,inf,"[40.2,54.5]",47.9,5.98e-01,1.000,112,50.9,0.006,N,72,41.7,-0.014,N,0.013,0.002,-0.024,6,2.4,NO
stratxweekday=burst_follow|6,1192,54.2,54.2,-0.0073,0.89,-8.8,8,inf,"[51.4,57.0]",57.1,9.80e-01,1.000,384,56.5,0.006,N,808,53.1,-0.014,N,0.004,0.015,-0.017,40,17.1,NO
rvbxsym=2-5|APTUSDT,149,50.3,50.3,-0.0035,0.97,-0.5,37,inf,"[42.4,58.3]",51.1,6.04e-01,1.000,66,50.0,0.01,N,83,50.6,-0.014,N,-0.01,0.027,-0.022,3,3.4,NO
regimexsym=bull|TAOUSDT,232,48.3,48.3,-0.0139,0.89,-3.2,17,inf,"[41.9,54.7]",51.3,8.40e-01,1.000,53,49.1,-0.014,N,179,48.0,-0.014,N,-0.018,-0.002,-0.014,5,4.3,NO
adxbxweekday=20-30|5,1244,49.5,49.5,-0.0071,0.94,-8.9,6,inf,"[46.7,52.3]",51.1,8.72e-01,1.000,393,49.9,0.008,N,851,49.4,-0.014,N,0.017,0.0,-0.024,5,21.3,NO
sym=NEARUSDT,875,50.4,50.4,-0.0061,0.94,-5.4,62,inf,"[47.1,53.7]",51.9,8.21e-01,1.000,499,49.9,-0.0,N,376,51.1,-0.014,N,0.001,0.008,-0.026,5,8.5,NO
symxvolb=NEARUSDT|hi>=0.40%,875,50.4,50.4,-0.0061,0.94,-5.4,62,inf,"[47.1,53.7]",51.9,8.21e-01,1.000,499,49.9,-0.0,N,376,51.1,-0.014,N,0.001,0.008,-0.026,5,8.5,NO
rvbxsym=>=5|SOLUSDT,178,53.4,53.4,0.0035,1.03,0.6,43,1.97,"[46.0,60.6]",52.7,4.63e-01,1.000,80,52.5,0.025,N,98,54.1,-0.014,N,0.055,0.001,-0.022,5,5.7,NO
stratxsidexregime=setup_follow|SHORT|neutral,694,52.0,52.0,-0.003,0.96,-2.1,38,inf,"[48.3,55.7]",53.0,7.14e-01,1.000,398,53.3,0.005,N,296,50.3,-0.014,N,0.01,-0.001,-0.035,13,6.8,NO
adxbxsym=20-30|FETUSDT,290,49.7,49.7,-0.0089,0.93,-2.6,38,inf,"[43.9,55.4]",51.6,7.62e-01,1.000,126,50.8,-0.002,N,164,48.8,-0.014,N,0.018,0.002,-0.032,4,5.2,NO
adxbxsession=20-30|late,1265,50.2,50.2,-0.0069,0.93,-8.8,33,inf,"[47.4,52.9]",52.0,9.08e-01,1.000,477,48.8,0.005,N,788,51.0,-0.014,N,0.004,0.008,-0.022,23,21.2,NO
regimexsprb=neutral|>=5bps,1185,47.9,47.9,-0.0019,0.98,-2.3,32,inf,"[45.1,50.8]",48.4,6.32e-01,1.000,622,47.1,0.009,N,563,48.8,-0.014,N,0.018,0.007,-0.031,12,11.5,NO
stratxsidexregime=setup_fade|SHORT|neutral,1792,51.1,51.1,0.0098,1.06,17.5,39,0.49,"[48.7,53.4]",49.7,1.23e-01,0.660,1015,52.3,0.028,Y,777,49.4,-0.014,N,0.018,0.028,-0.037,14,32.6,NO
adxbxdecb=<20|D2-3,1086,48.6,48.6,-0.0101,0.91,-10.9,11,inf,"[45.7,51.6]",51.0,9.48e-01,1.000,580,47.2,-0.007,N,506,50.2,-0.014,N,0.007,-0.008,-0.021,9,21.2,NO
hourbxsym=12-17|ZECUSDT,553,51.4,51.4,0.013,1.13,7.2,58,0.27,"[47.2,55.5]",48.3,8.07e-02,0.503,308,54.2,0.035,Y,245,47.8,-0.014,N,0.041,-0.007,-0.007,7,6.2,NO
stratxweekdayxhourb=setup_follow|1|18-23,178,48.9,48.9,-0.0168,0.8,-3.0,9,inf,"[41.6,56.2]",54.3,9.37e-01,1.000,83,47.0,-0.02,N,95,50.5,-0.014,N,-0.033,0.012,-0.035,6,4.6,NO
sprbxweekday=>=5bps|4,403,48.6,48.6,-0.0001,1.0,-0.1,7,inf,"[43.8,53.5]",48.7,5.25e-01,1.000,174,48.9,0.018,N,229,48.5,-0.014,N,0.035,0.024,-0.032,8,7.3,NO
adxbxsym=20-30|QNTUSDT,166,48.2,48.2,0.0056,1.05,0.9,32,1.21,"[40.7,55.7]",47.1,4.14e-01,1.000,72,47.2,0.032,N,94,48.9,-0.014,N,0.001,0.043,-0.033,4,3.6,NO
hourbxsprb=18-23|>=5bps,636,49.2,49.2,-0.0051,0.95,-3.2,46,inf,"[45.3,53.1]",50.4,7.44e-01,1.000,255,47.5,0.009,N,381,50.4,-0.014,N,0.002,0.02,-0.027,12,9.6,NO
regimexsym=NA|ADAUSDT,39,53.8,53.8,0.0092,1.08,0.4,6,0.96,"[38.6,68.4]",52.0,4.72e-01,1.000,32,56.2,0.014,N,7,42.9,-0.014,N,0.004,0.031,,3,1.9,NO
rvbxsym=NA|ADAUSDT,167,49.1,49.1,0.0036,1.03,0.6,11,2.67,"[41.6,56.6]",48.3,4.52e-01,1.000,160,49.4,0.004,N,7,42.9,-0.014,N,0.002,0.031,,4,2.5,NO
adxbxsym=NA|ADAUSDT,376,48.7,48.7,0.0006,1.01,0.2,19,6.75,"[43.7,53.7]",48.5,4.97e-01,1.000,369,48.8,0.001,N,7,42.9,-0.014,N,-0.0,0.031,,5,3.3,NO
sprbxsym=NA|ADAUSDT,376,48.7,48.7,0.0006,1.01,0.2,19,6.75,"[43.7,53.7]",48.5,4.97e-01,1.000,369,48.8,0.001,N,7,42.9,-0.014,N,-0.0,0.031,,5,3.3,NO
rvbxsym=<2|ARBUSDT,358,49.4,49.4,0.0007,1.01,0.2,57,4.76,"[44.3,54.6]",49.3,4.99e-01,1.000,188,48.9,0.014,N,170,50.0,-0.014,N,0.009,0.033,-0.033,5,4.9,NO
sessionxstrat=ny|burst_follow,3062,53.2,53.2,-0.0029,0.96,-8.8,53,inf,"[51.5,55.0]",54.3,8.95e-01,1.000,1357,54.9,0.012,Y,1705,51.9,-0.014,N,0.011,0.007,-0.014,29,41.5,NO
stratxsym=nony_momentum|NEARUSDT,56,55.4,55.4,-0.0094,0.89,-0.5,26,inf,"[42.4,67.6]",58.3,7.24e-01,1.000,39,48.7,-0.007,N,17,70.6,-0.014,N,-0.004,-0.009,-0.017,4,1.9,NO
sessionxstrat=late|burst_follow,714,52.1,52.1,-0.0235,0.72,-16.8,53,inf,"[48.4,55.7]",60.1,1.00e+00,1.000,320,48.1,-0.035,N,394,55.3,-0.014,N,-0.011,-0.059,-0.017,40,24.1,NO
adxbxregime=20-30|neutral,6680,49.8,49.8,-0.0052,0.96,-35.0,32,inf,"[48.6,51.0]",50.9,9.69e-01,1.000,3153,50.2,0.005,N,3527,49.4,-0.014,N,0.006,0.003,-0.02,23,61.9,NO
decbxsym=D10|NEARUSDT,129,53.5,53.5,0.0089,1.09,1.1,35,1.28,"[44.9,61.9]",51.4,3.46e-01,0.993,78,55.1,0.024,N,51,51.0,-0.014,N,0.032,0.024,-0.03,5,3.3,NO
hourbxv3=18-23|False,3647,51.4,51.4,-0.0073,0.92,-26.7,57,inf,"[49.7,53.0]",53.5,9.96e-01,1.000,1660,51.1,0.001,N,1987,51.6,-0.014,N,0.006,-0.013,-0.013,33,45.8,NO
decbxsym=D4-9|NEARUSDT,187,49.7,49.7,0.0096,1.1,1.8,44,0.54,"[42.6,56.8]",47.4,2.89e-01,0.941,105,49.5,0.028,N,82,50.0,-0.014,N,0.04,0.009,-0.022,8,2.2,NO
